model_name,mask_name,mask_x,mask_y,component_x,component_y,pixel_distance,norm_distance,prediction_area,gt_area,component_area,component_relative_area,component_intersection,component_union,component_iou,component_pw_recall,component_pw_precision,metric,threshold_pw,dice,fpr,dice_joint,component_precision_joint,component_recall_joint,relative_area_to_gt
8s,0.40330.jpg,546.0,439.0,544.2695008228195,438.96044980800883,1.7309510738056395,0.00820015053249015,18230.0,17885,18230.0,1.0,17304.0,18811.0,0.9198872999840518,0.9675146771037182,0.9492046077893582,CORRECT_DETECTION,0.4,0.9582721860722692,,0.9582721860722692,0.9492046077893582,0.9675146771037182,1.0192899077439195
8s,0.40620.jpg,492.5,524.5,665.9167459562321,33.762607040913416,520.4772392970989,15.893144271393552,8934.0,944,2102.0,0.2352809491828968,0.0,3046.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.3509181969949917,0.0,0.0,0.0,2.2266949152542375
8s,0.40620.jpg,492.5,524.5,553.5157232704403,937.8101560680176,417.7896642991352,12.757505820562878,8934.0,944,4293.0,0.4805238415043653,0.0,5237.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.605885258626773,0.0,0.0,0.0,4.547669491525424
8s,0.40620.jpg,492.5,524.5,481.116187475384,547.7428121307602,25.880871379098053,0.7902908938974584,8934.0,944,2539.0,0.28419520931273784,838.0,2645.0,0.3168241965973535,0.8877118644067796,0.3300512012603387,CORRECT_DETECTION,0.4,0.4811943726672409,,0.4811943726672409,0.3300512012603387,0.8877118644067796,2.6896186440677967
8s,0.40578.jpg,505.0,443.5,516.9129598974743,458.0490468307791,18.80407873848207,0.10380609065987972,37454.0,31007,37454.0,1.0,30870.0,37591.0,0.8212072038519859,0.9955816428548392,0.8242110321994981,CORRECT_DETECTION,0.4,0.9018273177429486,,0.9018273177429486,0.8242110321994981,0.9955816428548392,1.2079207920792079
8s,0.40547.jpg,440.5,615.0,532.0,732.0,148.53029993910334,0.4827912349754158,46573.0,42515,1.0,2.1471668133897324e-05,0.0,42516.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,2.2449460651707847e-05,0.0,0.0,0.0,2.352111019640127e-05
8s,0.40547.jpg,440.5,615.0,449.6168513269776,621.6002318989949,11.25522275384744,0.03658460863191744,46573.0,42515,46572.0,0.999978528331866,41496.0,47591.0,0.8719295665146771,0.9760319887098672,0.8910074723009533,CORRECT_DETECTION,0.4,0.9315837327556208,,0.9315837327556208,0.8910074723009533,0.9760319887098672,1.0954251440668
8s,0.40465.jpg,561.5,507.0,610.9890260631001,622.4636488340193,125.62252147899237,0.851357449782328,5144.0,11199,729.0,0.1417185069984448,0.0,11928.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.08540299906279288,0.0,0.0,0.0,0.0650950977765872
8s,0.40465.jpg,561.5,507.0,575.2342015855038,473.0405436013591,36.6315843512461,0.2482562192479028,5144.0,11199,4415.0,0.8582814930015552,4133.0,11481.0,0.3599860639317133,0.3690508081078668,0.9361268403171008,CORRECT_DETECTION,0.4,0.5293966952734726,,0.5293966952734726,0.9361268403171008,0.3690508081078668,0.39423162782391286
8s,0.40440.jpg,491.5,520.0,492.6566666666667,523.9785714285714,4.143296802067468,0.061331696083235535,4200.0,3522,4200.0,1.0,3504.0,4218.0,0.8307254623044097,0.9948892674616696,0.8342857142857143,CORRECT_DETECTION,0.4,0.9075369075369076,,0.9075369075369076,0.8342857142857143,0.9948892674616696,1.192504258943782
8s,0.40476.jpg,487.0,518.5,490.08918362680083,517.8007088954952,3.167343291930017,0.027550988686246933,8746.0,8602,8746.0,1.0,8187.0,9161.0,0.8936797292871957,0.9517554057196,0.93608506745941,CORRECT_DETECTION,0.4,0.943855199446622,,0.943855199446622,0.93608506745941,0.9517554057196,1.0167402929551268
8s,0.40621.jpg,522.0,526.5,518.7911184210526,517.0544407894737,9.975746076723603,0.11793781658737115,6080.0,6818,6080.0,1.0,5592.0,7306.0,0.7653983027648508,0.8201818715165737,0.9197368421052632,CORRECT_DETECTION,0.4,0.8671111800279113,,0.8671111800279113,0.9197368421052632,0.8201818715165737,0.8917571135230273
8s,0.40688.jpg,587.0,489.0,815.8048780487802,468.5853658536585,229.7137991202232,1.4111530258454499,23710.0,11131,41.0,0.0017292281737663429,0.0,11172.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.0023507826386101713,0.0,0.0,0.0,0.003683406702003414
8s,0.40688.jpg,587.0,489.0,770.7613960113962,529.801044634378,188.23648930883087,1.1563540913955317,23710.0,11131,8424.0,0.35529312526360185,0.0,19555.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.3894140760429909,0.0,0.0,0.0,0.7568053184799209
8s,0.40688.jpg,587.0,489.0,813.6375838926175,489.2550335570469,226.63772738623737,1.3922564338611785,23710.0,11131,149.0,0.006284268241248419,0.0,11280.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.008516719062589311,0.0,0.0,0.0,0.013386038990207528
8s,0.40688.jpg,587.0,489.0,700.0,508.0,114.58621208504974,0.7039136548316789,23710.0,11131,3.0,0.00012652889076339096,0.0,11134.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.0001721960739295144,0.0,0.0,0.0,0.0002695175635612254
8s,0.40688.jpg,587.0,489.0,499.0,530.5,97.29465555722986,0.5976900304379169,23710.0,11131,2.0,8.435259384226064e-05,0.0,11133.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.00011480067732399619,0.0,0.0,0.0,0.0001796783757074836
8s,0.40688.jpg,587.0,489.0,828.0,580.0,257.6082296822056,1.5825110820115755,23710.0,11131,1.0,4.2176296921130326e-05,0.0,11132.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,5.740198610871936e-05,0.0,0.0,0.0,8.98391878537418e-05
8s,0.40688.jpg,587.0,489.0,812.0,588.0,245.817005107458,1.510076503415058,23710.0,11131,1.0,4.2176296921130326e-05,0.0,11132.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,5.740198610871936e-05,0.0,0.0,0.0,8.98391878537418e-05
8s,0.40688.jpg,587.0,489.0,585.2878255682948,501.63960501027236,12.755044339408908,0.07835541218370437,23710.0,11131,15089.0,0.6363981442429355,11012.0,15208.0,0.724092582851131,0.9893091366454048,0.7298031678706343,CORRECT_DETECTION,0.4,0.8399694889397407,,0.8399694889397407,0.7298031678706343,0.9893091366454048,1.35558350552511
8s,0.40491.jpg,466.5,575.0,463.047842920354,592.6191002949853,17.954110496131545,0.1202284185008809,10848.0,14133,10848.0,1.0,9938.0,15043.0,0.6606395000997142,0.7031769617207954,0.916113569321534,CORRECT_DETECTION,0.4,0.7956446899643729,,0.7956446899643729,0.916113569321534,0.7031769617207954,0.7675652727658672
8s,0.40594.jpg,538.5,484.5,552.9546546981323,479.570030403938,15.27225073983318,0.06446373609082429,34535.0,29585,34535.0,1.0,28610.0,35510.0,0.8056885384398761,0.9670441101909752,0.8284349210945418,CORRECT_DETECTION,0.4,0.8923892701185278,,0.8923892701185278,0.8284349210945418,0.9670441101909752,1.1673145174919723
8s,0.40174.jpg,503.5,526.0,505.014367816092,527.2274220032841,1.94932671878297,0.027667236795475426,2436.0,2415,2436.0,1.0,2307.0,2544.0,0.9068396226415094,0.9552795031055898,0.9470443349753694,CORRECT_DETECTION,0.4,0.9511440940012368,,0.9511440940012368,0.9470443349753694,0.9552795031055898,1.008695652173913
8s,0.40714.jpg,538.5,565.0,539.0413681948423,568.2799068767907,3.324284681372349,0.04698835636135983,5584.0,5633,5584.0,1.0,5172.0,6045.0,0.8555831265508684,0.9181608379194036,0.92621776504298,CORRECT_DETECTION,0.4,0.9221717036640812,,0.9221717036640812,0.92621776504298,0.9181608379194036,0.9913012604296112
8s,0.40084.jpg,515.5,538.5,514.5538922155688,533.9356287425151,4.66139516839291,0.09988703932270523,2004.0,2084,2004.0,1.0,1709.0,2379.0,0.7183690626313577,0.8200575815738963,0.8527944111776448,CORRECT_DETECTION,0.4,0.8361056751467709,,0.8361056751467709,0.8527944111776448,0.8200575815738963,0.9616122840690979
8s,0.40354.jpg,571.5,450.5,573.2244124868467,453.70978603998594,3.6436691462427837,0.018438311553252724,14255.0,14412,14255.0,1.0,13444.0,15223.0,0.8831373579452145,0.9328337496530668,0.9431076815152578,CORRECT_DETECTION,0.4,0.9379425820629992,,0.9379425820629992,0.9431076815152578,0.9328337496530668,0.9891063003053011
8s,0.40733.jpg,508.0,527.5,502.35853486733976,527.9971824371919,5.663331106237142,0.03915977058981733,8518.0,7607,8518.0,1.0,7481.0,8644.0,0.8654558074965294,0.9834363086630736,0.8782578069969477,CORRECT_DETECTION,0.4,0.927875968992248,,0.927875968992248,0.8782578069969477,0.9834363086630736,1.1197581175233338
8s,0.40749.jpg,571.5,533.0,572.1679058240396,531.4175960346963,1.7175856599292243,0.04616567674032564,1614.0,1730,1614.0,1.0,1564.0,1780.0,0.8786516853932584,0.9040462427745664,0.9690210656753409,CORRECT_DETECTION,0.4,0.9354066985645934,,0.9354066985645934,0.9690210656753409,0.9040462427745664,0.9329479768786128
8s,0.40729.jpg,581.0,526.5,649.1333333333333,538.8,69.2346814184272,0.5088781783253811,7141.0,5681,30.0,0.004201092283993838,0.0,5711.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.004668534080298786,0.0,0.0,0.0,0.005280760429501848
8s,0.40729.jpg,581.0,526.5,585.5890873294895,526.956405568837,4.611727286055277,0.03389641336078491,7141.0,5681,7111.0,0.9957989077160062,5641.0,7151.0,0.7888407215774018,0.9929589860939976,0.7932780199690621,CORRECT_DETECTION,0.4,0.8819574734208879,,0.8819574734208879,0.7932780199690621,0.9929589860939976,1.2517162471395882
8s,0.40163.jpg,526.0,550.5,525.0649350649352,550.5527031108427,0.9365490113605784,0.011047867062821392,3311.0,3299,3311.0,1.0,3126.0,3484.0,0.8972445464982779,0.9475598666262504,0.9441256418000604,CORRECT_DETECTION,0.4,0.9458396369137672,,0.9458396369137672,0.9441256418000604,0.9475598666262504,1.0036374658987572
8s,0.40535.jpg,545.0,509.5,552.5749126935925,487.1223997874279,23.62490832975353,0.06454274227357894,52688.0,60514,52688.0,1.0,51236.0,61966.0,0.8268405254494399,0.8466801070826585,0.9724415426662618,CORRECT_DETECTION,0.4,0.9052136888040848,,0.9052136888040848,0.9724415426662618,0.8466801070826585,0.8706745546485111
8s,0.40370.jpg,560.5,531.0,558.0835997442455,533.6606457800511,3.594165572551504,0.04175287451809151,6256.0,6305,6256.0,1.0,5939.0,6622.0,0.8968589549984899,0.941950832672482,0.9493286445012789,CORRECT_DETECTION,0.4,0.9456253483002944,,0.9456253483002944,0.9493286445012789,0.941950832672482,0.9922283901665345
8s,0.40103.jpg,532.0,487.0,532.0219054242003,492.1126564673157,5.112703394525714,0.07032434688416161,2876.0,2564,2876.0,1.0,2461.0,2979.0,0.8261161463578383,0.9598283931357254,0.8557023643949929,CORRECT_DETECTION,0.4,0.904779411764706,,0.904779411764706,0.8557023643949929,0.9598283931357254,1.1216848673946958
8s,0.40771.jpg,540.0,571.0,534.7043274592907,573.5943564577293,5.897019000154582,0.03946632376286082,8966.0,8964,8966.0,1.0,8299.0,9631.0,0.8616966047139446,0.9258143685854532,0.9256078518848984,CORRECT_DETECTION,0.4,0.9257110987172336,,0.9257110987172336,0.9256078518848984,0.9258143685854532,1.000223114680946
8s,0.40113.jpg,499.0,571.0,499.52150872817947,571.7649625935162,0.9258180831278148,0.016062793447124222,3208.0,3363,3208.0,1.0,3107.0,3464.0,0.8969399538106235,0.9238774903360096,0.9685162094763092,CORRECT_DETECTION,0.4,0.9456703698067264,,0.9456703698067264,0.9685162094763092,0.9238774903360096,0.9539101992268808
8s,0.40182.jpg,541.5,494.5,541.7751780264497,492.99109867751775,1.5337881689559474,0.017236972718944994,3932.0,3779,3932.0,1.0,3692.0,4019.0,0.9186364767355064,0.9769780365175972,0.9389623601220752,CORRECT_DETECTION,0.4,0.9575930488911945,,0.9575930488911945,0.9389623601220752,0.9769780365175972,1.0404869012966393
8s,0.40175.jpg,530.5,553.0,529.6601213852197,552.1688682613352,1.1815989398190418,0.025563438601854286,2801.0,2526,2801.0,1.0,2506.0,2821.0,0.8883374689826302,0.9920823436262868,0.8946804712602642,CORRECT_DETECTION,0.4,0.9408672798948752,,0.9408672798948752,0.8946804712602642,0.9920823436262868,1.108867775138559
8s,0.40071.jpg,409.5,493.5,409.94663894663887,493.45599445599447,0.4488015558773757,0.0067022356242749685,2886.0,2711,2886.0,1.0,2675.0,2922.0,0.9154688569472964,0.9867207672445591,0.9268884268884268,CORRECT_DETECTION,0.4,0.9558692156512416,,0.9558692156512416,0.9268884268884268,0.9867207672445591,1.064551825894504
8s,0.40396.jpg,507.5,532.5,508.6784516129032,532.6855053763438,1.1929628865169315,0.008172942852339556,11625.0,10781,11625.0,1.0,10722.0,11684.0,0.9176651831564532,0.9945274093312308,0.9223225806451611,CORRECT_DETECTION,0.4,0.957065071855753,,0.957065071855753,0.9223225806451611,0.9945274093312308,1.0782858732956127
8s,0.40106.jpg,476.0,526.5,478.20827285921615,529.7641509433962,3.9409580563646576,0.051806874818446834,2756.0,2269,2756.0,1.0,2252.0,2773.0,0.8121168409664623,0.992507712648744,0.8171262699564587,CORRECT_DETECTION,0.4,0.8963184079601991,,0.8963184079601991,0.8171262699564587,0.992507712648744,1.2146319964742178
8s,0.40717.jpg,488.5,479.5,489.2105890138982,479.60635340833886,0.718503858123203,0.00540353557927304,7555.0,7008,7555.0,1.0,6934.0,7629.0,0.9089002490496788,0.9894406392694064,0.9178027796161482,CORRECT_DETECTION,0.4,0.9522763166929892,,0.9522763166929892,0.9178027796161482,0.9894406392694064,1.0780536529680365
8s,0.40493.jpg,552.5,493.0,554.8662594584739,492.35299480353723,2.4531203698691693,0.020907275879566787,10969.0,10579,10969.0,1.0,10387.0,11161.0,0.9306513753247916,0.9818508365630022,0.9469413802534415,CORRECT_DETECTION,0.4,0.9640801930573604,,0.9640801930573604,0.9469413802534415,0.9818508365630022,1.036865488231402
8s,0.40687.jpg,555.5,467.5,557.6482668220216,467.57209437809496,2.149476200833964,0.016291180215330468,6866.0,6832,6866.0,1.0,6619.0,7079.0,0.9350190704901822,0.9688231850117096,0.964025633556656,CORRECT_DETECTION,0.4,0.9664184552489414,,0.9664184552489414,0.964025633556656,0.9688231850117096,1.004976580796253
8s,0.40443.jpg,548.5,526.5,556.3645150155334,523.8486365205384,8.299417131929939,0.08726022685440359,5794.0,6107,5794.0,1.0,5095.0,6806.0,0.7486041727887158,0.834288521368921,0.8793579565067311,CORRECT_DETECTION,0.4,0.8562305688597597,,0.8562305688597597,0.8793579565067311,0.834288521368921,0.9487473391190437
8s,0.40764.jpg,576.0,460.5,573.2077253218885,462.0695278969957,3.203157145297524,0.12684257779565578,1165.0,860,1165.0,1.0,834.0,1191.0,0.7002518891687658,0.9697674418604652,0.7158798283261802,CORRECT_DETECTION,0.4,0.8237037037037037,,0.8237037037037037,0.7158798283261802,0.9697674418604652,1.3546511627906976
8s,0.40136.jpg,524.0,515.0,523.4552289815448,516.0642515379358,1.195578018594933,0.013783969874577504,2926.0,2821,2926.0,1.0,2739.0,3008.0,0.9105718085106383,0.9709322935129386,0.9360902255639098,CORRECT_DETECTION,0.4,0.9531929702453454,,0.9531929702453454,0.9360902255639098,0.9709322935129386,1.0372208436724566
8s,0.40585.jpg,468.5,603.0,664.8229475766567,478.8526211671612,232.28274024613012,1.5438568323261912,32016.0,21199,1011.0,0.031577961019490265,0.0,22210.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.03728838564526242,0.0,0.0,0.0,0.047690928817397046
8s,0.40585.jpg,468.5,603.0,503.1923238187389,618.3886147395581,37.95216456997916,0.2522473624637141,32016.0,21199,31005.0,0.9684220389805096,19986.0,32218.0,0.6203364578806878,0.9427803198264068,0.6446057087566521,CORRECT_DETECTION,0.4,0.7656884529921079,,0.7656884529921079,0.6446057087566521,0.9427803198264068,1.4625689891032596
8s,0.40605.jpg,547.5,686.0,545.8219916453309,651.5116336522482,34.52916340392683,0.09318950350491616,44526.0,58832,44526.0,1.0,42596.0,60762.0,0.7010302491688885,0.7240277400054392,0.9566545389210798,CORRECT_DETECTION,0.4,0.8242419551461909,,0.8242419551461909,0.9566545389210798,0.7240277400054392,0.7568330160456894
8s,0.40036.jpg,467.5,446.5,467.36242960579244,445.5925181013677,0.9178502109319258,0.013015733033173316,2486.0,2527,2486.0,1.0,2378.0,2635.0,0.9024667931688805,0.9410368025326474,0.9565567176186646,CORRECT_DETECTION,0.4,0.9487332934370636,,0.9487332934370636,0.9565567176186646,0.9410368025326474,0.9837752275425405
8s,0.40429.jpg,559.5,538.0,559.6535575679171,539.311254851229,1.3202155928242565,0.01971560896363657,3865.0,3500,3865.0,1.0,3433.0,3932.0,0.8730925737538149,0.9808571428571428,0.8882276843467012,CORRECT_DETECTION,0.4,0.9322471147318396,,0.9322471147318396,0.8882276843467012,0.9808571428571428,1.1042857142857143
8s,0.40747.jpg,590.5,477.5,585.8704620462046,483.43894389438935,7.5301843434498705,0.22843760983418826,1212.0,1565,1212.0,1.0,1048.0,1729.0,0.6061307113938693,0.6696485623003194,0.8646864686468647,CORRECT_DETECTION,0.4,0.7547713359740728,,0.7547713359740728,0.8646864686468647,0.6696485623003194,0.7744408945686901
8s,0.40617.jpg,504.5,548.5,503.3784313725489,548.8460784313726,1.173748894245948,0.040206542651453736,1020.0,1009,1020.0,1.0,945.0,1084.0,0.8717712177121771,0.9365708622398414,0.9264705882352942,CORRECT_DETECTION,0.4,0.9314933464760966,,0.9314933464760966,0.9264705882352942,0.9365708622398414,1.0109018830525272
8s,0.40119.jpg,525.5,514.5,525.9100968188105,515.3978792070078,0.987100030987478,0.02161809750241531,2169.0,2183,2169.0,1.0,2048.0,2304.0,0.8888888888888888,0.9381584974805314,0.9442139234670356,CORRECT_DETECTION,0.4,0.9411764705882352,,0.9411764705882352,0.9442139234670356,0.9381584974805314,0.9935868071461291
8s,0.40584.jpg,454.5,561.0,680.2849044379658,491.87544541626175,236.12925934424453,0.9966948891159608,43299.0,27287,12348.0,0.2851797963001455,0.0,39635.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.2977789567607977,0.0,0.0,0.0,0.4525231795360428
8s,0.40584.jpg,454.5,561.0,584.1816693944354,484.2438625204583,150.69452550675473,0.6360773070116276,43299.0,27287,611.0,0.014111180396775906,0.0,27898.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.017163644535584364,0.0,0.0,0.0,0.022391615054787994
8s,0.40584.jpg,454.5,561.0,459.54996704021096,561.7798945286752,5.109833909538972,0.02156846362883008,43299.0,27287,30340.0,0.7007090233030786,27189.0,30438.0,0.8932584269662921,0.9964085461941584,0.89614370468029,CORRECT_DETECTION,0.4,0.9436201780415432,,0.9436201780415432,0.89614370468029,0.9964085461941584,1.1118847802983105
8s,0.40710.jpg,520.5,535.0,519.8403750921926,534.7493414814035,0.7056448908232043,0.004647967810427251,9491.0,9337,9491.0,1.0,9112.0,9716.0,0.937834499794154,0.975902324086966,0.9600674323042884,CORRECT_DETECTION,0.4,0.9679201189717442,,0.9679201189717442,0.9600674323042884,0.975902324086966,1.016493520402699
8s,0.40666.jpg,579.0,454.5,577.7677224736049,453.251282051282,1.7543672413462712,0.035138146967118845,3315.0,3392,3315.0,1.0,3201.0,3506.0,0.9130062749572162,0.9436910377358492,0.9656108597285068,CORRECT_DETECTION,0.4,0.9545251230058148,,0.9545251230058148,0.9656108597285068,0.9436910377358492,0.9772995283018868
8s,0.40120.jpg,445.5,545.0,446.5047619047619,544.8042857142857,1.0236457233307847,0.014413983752434469,2100.0,2103,2100.0,1.0,1973.0,2230.0,0.8847533632286996,0.9381835473133618,0.9395238095238096,CORRECT_DETECTION,0.4,0.93885320009517,,0.93885320009517,0.9395238095238096,0.9381835473133618,0.9985734664764622
8s,0.40431.jpg,579.5,538.0,578.8438378825475,538.080976013234,0.6611398029910169,0.005415890376443405,12090.0,11022,12090.0,1.0,10994.0,12118.0,0.9072454200363096,0.9974596262021412,0.9093465674110836,CORRECT_DETECTION,0.4,0.9513672551055729,,0.9513672551055729,0.9093465674110836,0.9974596262021412,1.0968971148611868
8s,0.40527.jpg,439.0,562.0,644.5,492.0,217.09502527695102,0.7513611018935927,53992.0,75869,2.0,3.7042524818491625e-05,0.0,75871.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,3.0801691012836604e-05,0.0,0.0,0.0,2.636122790599586e-05
8s,0.40527.jpg,439.0,562.0,617.1268494772145,819.9942789504834,313.51271501465146,1.0850606028883056,53992.0,75869,5069.0,0.09388427915246704,0.0,80938.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.07513525531757208,0.0,0.0,0.0,0.06681253212774652
8s,0.40527.jpg,439.0,562.0,584.4545454545455,796.1818181818181,275.6776174453243,0.954114163357158,53992.0,75869,22.0,0.00040746777300340787,0.0,75891.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.00033876642824696074,0.0,0.0,0.0,0.00028997350696595447
8s,0.40527.jpg,439.0,562.0,403.8004790958601,530.396216371156,47.305448011193896,0.16372311386646202,53992.0,75869,48842.0,0.904615498592384,47642.0,77069.0,0.6181733252020917,0.6279508099487274,0.9754309815322878,SPLIT,0.4,0.7640384569123815,,0.7646031033598358,0.975459620851142,0.6287021049440483,0.6437675466923249
8s,0.40527.jpg,439.0,562.0,539.3157894736842,635.4035087719299,124.30338980799885,0.4302112948746721,53992.0,75869,57.0,0.0010557119573270117,57.0,75869.0,0.000751294995320882,0.000751294995320882,1.0,SPLIT,0.4,0.0015014619497932195,,0.7646031033598358,0.975459620851142,0.6287021049440483,0.000751294995320882
8s,0.40609.jpg,526.0,506.0,526.0857618651124,513.0485012489592,7.049022978689058,0.053658428123033695,9608.0,7825,9608.0,1.0,7747.0,9686.0,0.7998141647739004,0.9900319488817892,0.8063072439633638,CORRECT_DETECTION,0.4,0.8887741639419492,,0.8887741639419492,0.8063072439633638,0.9900319488817892,1.2278594249201278
8s,0.40378.jpg,517.0,492.5,517.9939010616671,490.9936751750621,1.804675538319057,0.012962009284801696,8854.0,8610,8854.0,1.0,8355.0,9109.0,0.9172247228016248,0.970383275261324,0.94364129207138,CORRECT_DETECTION,0.4,0.9568254695373342,,0.9568254695373342,0.94364129207138,0.970383275261324,1.0283391405342626
8s,0.40086.jpg,458.0,541.0,460.39009071877183,540.7034193998604,2.4084214117007012,0.04541018024854674,1433.0,1415,1433.0,1.0,1269.0,1579.0,0.8036732108929703,0.8968197879858657,0.8855547801814375,CORRECT_DETECTION,0.4,0.8911516853932584,,0.8911516853932584,0.8855547801814375,0.8968197879858657,1.012720848056537
8s,0.40134.jpg,557.5,539.5,557.1100244498778,540.8272208638957,1.3833279261452227,0.018457324857274745,2454.0,2385,2454.0,1.0,2268.0,2571.0,0.8821470245040841,0.9509433962264152,0.9242053789731052,CORRECT_DETECTION,0.4,0.9373837569745817,,0.9373837569745817,0.9242053789731052,0.9509433962264152,1.0289308176100629
8s,0.40441.jpg,632.0,504.0,632.0815022323383,502.71364790335286,1.2889314684747992,0.010558601228403998,11423.0,11104,11423.0,1.0,10967.0,11560.0,0.9487024221453288,0.9876621037463976,0.9600805392628906,CORRECT_DETECTION,0.4,0.9736760332045992,,0.9736760332045992,0.9600805392628906,0.9876621037463976,1.028728386167147
8s,0.40517.jpg,454.5,635.5,449.60290432567876,635.9164852318942,4.91477425644771,0.015304967909610985,48686.0,45407,48686.0,1.0,44356.0,49737.0,0.8918109254679615,0.9768537890633604,0.9110627285051144,CORRECT_DETECTION,0.4,0.9428118988660156,,0.9428118988660156,0.9110627285051144,0.9768537890633604,1.0722135353579845
8s,0.40599.jpg,470.0,578.5,510.56339960036576,528.0278219934297,64.75206668412886,0.32157886277259634,59054.0,32624,59054.0,1.0,32336.0,59342.0,0.5449091705705909,0.9911721432074546,0.547566633928269,CORRECT_DETECTION,0.4,0.7054255110277274,,0.7054255110277274,0.547566633928269,0.9911721432074546,1.8101397743992154
8s,0.40487.jpg,486.0,470.0,488.08804695837784,468.14087513340445,2.7957620374388883,0.027192210018317724,7496.0,7055,7496.0,1.0,6900.0,7651.0,0.901842896353418,0.9780297661233168,0.9204909284951974,CORRECT_DETECTION,0.4,0.9483884269122396,,0.9483884269122396,0.9204909284951974,0.9780297661233168,1.062508858965273
8s,0.40374.jpg,519.5,398.0,521.8241277198404,399.7660615424231,2.9189969218476626,0.014605233896183003,15534.0,13673,15534.0,1.0,13540.0,15667.0,0.8642369311291249,0.9902728004095664,0.8716364104544869,CORRECT_DETECTION,0.4,0.9271749922963674,,0.9271749922963674,0.8716364104544869,0.9902728004095664,1.1361076574270461
8s,0.40624.jpg,464.0,540.0,359.3636363636364,11.863636363636365,538.4020683374856,5.065292346264858,18019.0,10722,22.0,0.0012209334591264775,0.0,10744.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.0015297430726975627,0.0,0.0,0.0,0.0020518559970154823
8s,0.40624.jpg,464.0,540.0,608.5121747599832,723.5377765409767,233.6019778843182,2.1977298755621932,18019.0,10722,7187.0,0.3988567623064543,0.0,17909.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.400077933645068,0.0,0.0,0.0,0.670304047752285
8s,0.40624.jpg,464.0,540.0,192.4046822742475,764.4214046822743,352.31943388084267,3.3146249556351286,18019.0,10722,299.0,0.016593595649037132,0.0,11021.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.02059228650137741,0.0,0.0,0.0,0.027886588323074054
8s,0.40624.jpg,464.0,540.0,572.0,780.0,263.1805463935357,2.476005360546578,18019.0,10722,1.0,5.5496975414839894e-05,0.0,10723.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,6.958458005705935e-05,0.0,0.0,0.0,9.326618168252192e-05
8s,0.40624.jpg,464.0,540.0,604.0,796.0,291.78073959739015,2.745076280323158,18019.0,10722,1.0,5.5496975414839894e-05,0.0,10723.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,6.958458005705935e-05,0.0,0.0,0.0,9.326618168252192e-05
8s,0.40624.jpg,464.0,540.0,596.0,804.0,295.16097302997224,2.7768775521635813,18019.0,10722,1.0,5.5496975414839894e-05,0.0,10723.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,6.958458005705935e-05,0.0,0.0,0.0,9.326618168252192e-05
8s,0.40624.jpg,464.0,540.0,461.76608298439277,541.3888465930719,2.630452449999176,0.024747324436061792,18019.0,10722,10508.0,0.5831622176591376,9982.0,11248.0,0.8874466571834992,0.9309830255549336,0.9499429006471259,CORRECT_DETECTION,0.4,0.9403674046161092,,0.9403674046161092,0.9499429006471259,0.9309830255549336,0.9800410371199403
8s,0.40417.jpg,551.0,502.5,551.2786902730377,507.9017704778157,5.40895484944062,0.04717111787302867,9376.0,9469,9376.0,1.0,8763.0,10082.0,0.8691727831779409,0.9254409124511564,0.9346203071672357,CORRECT_DETECTION,0.4,0.9300079596710004,,0.9300079596710004,0.9346203071672357,0.9254409124511564,0.9901784771359172
8s,0.40479.jpg,473.5,460.5,500.0,500.0,47.56574397610113,0.42469414264376,10122.0,8671,1.0,9.879470460383324e-05,0.0,8672.0,0.0,0.0,0.0,FALSE_ALARM,0.4,0.0,0.00010641694157709908,0.0,0.0,0.0,0.00011532695190866105
8s,0.40479.jpg,473.5,460.5,466.09514870072127,448.5945064716925,14.02043504735147,0.12518245577992385,10122.0,8671,10121.0,0.9999012052953962,7887.0,10905.0,0.7232462173314993,0.9095836697036096,0.7792708230412014,CORRECT_DETECTION,0.4,0.8393997445721584,,0.8393997445721584,0.7792708230412014,0.9095836697036096,1.1672240802675586
